,zpid,price,bedrooms,squarefeetarea,latitude,street_address,zipcode,link,longitude,full_bathroom,half_bathroom,quarter_bathroom,three_quarter_bathroom,year_built,lot_area,stories,home_type,full_address
206,352668194,647096,4,3713,35.97932,12762 S Irvington Ave E,74008,https://www.zillow.com/homedetails/12762-S-Irvington-Ave-E-Bixby-OK-74008/352668194_zpid/,-95.913,3.0,1.0,0.0,0.0,2024.0,13939.2,2.0,SingleFamily,"12762 S Irvington Ave E,Tulsa,OK"
207,384180885,321900,4,2067,36.100727,13325 E 43rd Pl S,74134,https://www.zillow.com/homedetails/13325-E-43rd-Pl-S-Tulsa-OK-74134/384180885_zpid/,-95.82746,2.0,0.0,0.0,0.0,2020.0,96964.56,1.0,SingleFamily,"13325 E 43rd Pl S,Tulsa,OK"
208,400031825,320000,4,2511,36.091827,4844 S 70th East Ave,74145,https://www.zillow.com/homedetails/4844-S-70th-East-Ave-Tulsa-OK-74145/400031825_zpid/,-95.8994,2.0,1.0,0.0,0.0,1969.0,15115.32,2.0,SingleFamily,"4844 S 70th East Ave,Tulsa,OK"
209,22127435,183000,4,1615,36.1514,619 S Yorktown Ave,74104,https://www.zillow.com/homedetails/619-S-Yorktown-Ave-Tulsa-OK-74104/22127435_zpid/,-95.94758,2.0,0.0,0.0,0.0,1930.0,8581.32,1.0,SingleFamily,"619 S Yorktown Ave,Tulsa,OK"
210,22184403,200000,4,2537,36.136356,1807 S 119th Pl E,74128,https://www.zillow.com/homedetails/1807-S-119th-Pl-E-Tulsa-OK-74128/22184403_zpid/,-95.84337,2.0,0.0,0.0,0.0,1969.0,7013.16,1.0,SingleFamily,"1807 S 119th Pl E,Tulsa,OK"
211,22188041,468000,4,2862,36.06409,6750 S Atlanta Ave,74136,https://www.zillow.com/homedetails/6750-S-Atlanta-Ave-Tulsa-OK-74136/22188041_zpid/,-95.95605,2.0,1.0,0.0,0.0,1973.0,8537.76,2.0,SingleFamily,"6750 S Atlanta Ave,Tulsa,OK"
212,22228367,278000,4,2487,36.071873,1740 W 63rd St,74132,https://www.zillow.com/homedetails/1740-W-63rd-St-Tulsa-OK-74132/22228367_zpid/,-96.01348,2.0,0.0,0.0,0.0,1976.0,13982.76,2.0,SingleFamily,"1740 W 63rd St,Tulsa,OK"
213,22239797,460000,4,3550,36.037395,5506 E 87th St,74137,https://www.zillow.com/homedetails/5506-E-87th-St-Tulsa-OK-74137/22239797_zpid/,-95.91457,2.0,1.0,0.0,0.0,1991.0,7884.36,2.0,SingleFamily,"5506 E 87th St,Tulsa,OK"
214,22156622,315000,4,2503,36.058735,7102 S 76th Ave E,74133,https://www.zillow.com/homedetails/7102-S-76th-Ave-E-Tulsa-OK-74133/22156622_zpid/,-95.89319,2.0,1.0,0.0,0.0,1972.0,8842.68,1.0,SingleFamily,"7102 S 76th Ave E,Tulsa,OK"
215,22232133,305000,4,2729,36.04563,8518 E 81st Pl,74133,https://www.zillow.com/homedetails/8518-E-81st-Pl-Tulsa-OK-74133/22232133_zpid/,-95.88104,2.0,1.0,0.0,0.0,1997.0,9104.04,2.0,SingleFamily,"8518 E 81st Pl,Tulsa,OK"
216,309691197,616000,4,2547,35.97895,12722 S Maplewood Ave E,74008,https://www.zillow.com/homedetails/12722-S-Maplewood-Ave-E-Bixby-OK-74008/309691197_zpid/,-95.90819,3.0,0.0,0.0,0.0,2021.0,11717.639999999998,2.0,SingleFamily,"12722 S Maplewood Ave E,Tulsa,OK"
217,352408264,200000,4,2537,36.136356,1807 S 119th East Pl,74128,https://www.zillow.com/homedetails/1807-S-119th-East-Pl-Tulsa-OK-74128/352408264_zpid/,-95.84337,2.0,0.0,0.0,0.0,1969.0,2178.0,2.0,SingleFamily,"1807 S 119th East Pl,Tulsa,OK"
218,353285982,335000,4,2080,36.086407,5261 S 69th East Ave,74145,https://www.zillow.com/homedetails/5261-S-69th-East-Ave-Tulsa-OK-74145/353285982_zpid/,-95.898544,2.0,1.0,0.0,0.0,1965.0,7666.56,1.0,SingleFamily,"5261 S 69th East Ave,Tulsa,OK"
219,22139165,137000,4,1443,36.12726,10810 E 25th Pl,74129,https://www.zillow.com/homedetails/10810-E-25th-Pl-Tulsa-OK-74129/22139165_zpid/,-95.856346,2.0,0.0,0.0,0.0,1966.0,7187.4,1.0,SingleFamily,"10810 E 25th Pl,Tulsa,OK"
220,22226680,335000,4,2221,36.02055,9832 S Maplewood Ave,74137,https://www.zillow.com/homedetails/9832-S-Maplewood-Ave-Tulsa-OK-74137/22226680_zpid/,-95.908134,2.0,1.0,0.0,0.0,1977.0,7492.32,1.0,SingleFamily,"9832 S Maplewood Ave,Tulsa,OK"
221,22239341,203000,4,1640,36.06577,6730 S 111th Ave E,74133,https://www.zillow.com/homedetails/6730-S-111th-Ave-E-Tulsa-OK-74133/22239341_zpid/,-95.85298,2.0,0.0,0.0,0.0,1985.0,12545.28,1.0,SingleFamily,"6730 S 111th Ave E,Tulsa,OK"
222,295332830,45000,4,2152,36.181824,3130 E Tecumseh St,74110,https://www.zillow.com/homedetails/3130-E-Tecumseh-St-Tulsa-OK-74110/295332830_zpid/,-95.94288,2.0,0.0,0.0,0.0,1948.0,10585.08,1.0,SingleFamily,"3130 E Tecumseh St,Tulsa,OK"
223,305523213,299000,4,2816,36.120853,9023 E 29th Ct,74129,https://www.zillow.com/homedetails/9023-E-29th-Ct-Tulsa-OK-74129/305523213_zpid/,-95.87396,3.0,0.0,0.0,0.0,1965.0,12545.28,2.0,SingleFamily,"9023 E 29th Ct,Tulsa,OK"
224,22137012,299000,4,1957,36.12405,4977 E 27th St,74114,https://www.zillow.com/homedetails/4977-E-27th-St-Tulsa-OK-74114/22137012_zpid/,-95.9191,2.0,0.0,0.0,0.0,1954.0,9191.16,1.0,SingleFamily,"4977 E 27th St,Tulsa,OK"
225,22219488,460000,4,2877,36.01501,10218 S Granite Ave,74137,https://www.zillow.com/homedetails/10218-S-Granite-Ave-Tulsa-OK-74137/22219488_zpid/,-95.91621,2.0,1.0,0.0,0.0,1988.0,10454.4,1.0,SingleFamily,"10218 S Granite Ave,Tulsa,OK"
226,22232623,450000,4,3662,36.01861,10612 E 100th St,74133,https://www.zillow.com/homedetails/10612-E-100th-St-Tulsa-OK-74133/22232623_zpid/,-95.85814,3.0,2.0,0.0,0.0,1986.0,20168.28,2.0,SingleFamily,"10612 E 100th St,Tulsa,OK"
227,22268885,810000,4,4188,35.992195,5402 E 118th St,74137,https://www.zillow.com/homedetails/5402-E-118th-St-Tulsa-OK-74137/22268885_zpid/,-95.916664,4.0,1.0,0.0,0.0,2000.0,34543.08,1.0,SingleFamily,"5402 E 118th St,Tulsa,OK"
229,22101161,665250,4,4307,36.10049,4416 S Birmingham Ave,74105,https://www.zillow.com/homedetails/4416-S-Birmingham-Ave-Tulsa-OK-74105/22101161_zpid/,-95.953835,3.0,1.0,0.0,0.0,1979.0,17511.12,2.0,SingleFamily,"4416 S Birmingham Ave,Tulsa,OK"
230,22121898,1010500,4,3688,36.105415,3918 S Saint Louis Ave,74105,https://www.zillow.com/homedetails/3918-S-Saint-Louis-Ave-Tulsa-OK-74105/22121898_zpid/,-95.97056,3.0,1.0,0.0,0.0,2023.0,27007.2,2.0,SingleFamily,"3918 S Saint Louis Ave,Tulsa,OK"
231,22156013,499000,4,3397,36.07132,3733 E 64th Pl,74136,https://www.zillow.com/homedetails/3733-E-64th-Pl-Tulsa-OK-74136/22156013_zpid/,-95.9334,3.0,1.0,0.0,0.0,1981.0,8842.68,2.0,SingleFamily,"3733 E 64th Pl,Tulsa,OK"
232,22221572,316132,4,2499,36.043106,8205 S Oswego Ave,74137,https://www.zillow.com/homedetails/8205-S-Oswego-Ave-Tulsa-OK-74137/22221572_zpid/,-95.9327,2.0,0.0,0.0,0.0,1976.0,7753.68,2.0,SingleFamily,"8205 S Oswego Ave,Tulsa,OK"
233,22231564,200000,4,1513,36.11204,12022 E 35th St,74146,https://www.zillow.com/homedetails/12022-E-35th-St-Tulsa-OK-74146/22231564_zpid/,-95.844444,1.0,1.0,0.0,0.0,1966.0,15289.56,1.0,SingleFamily,"12022 E 35th St,Tulsa,OK"
234,2086549930,315000,4,2289,36.058712,7102 E 76th East Ave,74133,https://www.zillow.com/homedetails/7102-E-76th-East-Ave-Tulsa-OK-74133/2086549930_zpid/,-95.89319,2.0,1.0,0.0,0.0,1972.0,58413.96,2.0,SingleFamily,"7102 E 76th East Ave,Tulsa,OK"
235,22173902,335000,4,2080,36.0864,5261 S 69th Ave E,74145,https://www.zillow.com/homedetails/5261-S-69th-Ave-E-Tulsa-OK-74145/22173902_zpid/,-95.89849,0.0,0.0,0.0,0.0,1965.0,9016.92,1.0,SingleFamily,"5261 S 69th Ave E,Tulsa,OK"
236,22175988,775000,4,4246,36.131622,2219 S Terwilleger Blvd E,74114,https://www.zillow.com/homedetails/2219-S-Terwilleger-Blvd-E-Tulsa-OK-74114/22175988_zpid/,-95.97006,3.0,1.0,0.0,0.0,1928.0,3789.72,2.0,SingleFamily,"2219 S Terwilleger Blvd E,Tulsa,OK"
237,22219420,350000,4,3714,36.039932,4607 85th St S,74137,https://www.zillow.com/homedetails/4607-85th-St-S-Tulsa-OK-74137/22219420_zpid/,-95.92576,3.0,2.0,0.0,0.0,1984.0,10497.96,1.0,SingleFamily,"4607 85th St S,Tulsa,OK"
238,22224969,365000,4,3188,36.02256,6708 E 97th St,74133,https://www.zillow.com/homedetails/6708-E-97th-St-Tulsa-OK-74133/22224969_zpid/,-95.902794,2.0,1.0,0.0,0.0,1994.0,10280.16,2.0,SingleFamily,"6708 E 97th St,Tulsa,OK"
239,22226437,421250,4,2431,36.053806,7534 S Richmond Ave,74136,https://www.zillow.com/homedetails/7534-S-Richmond-Ave-Tulsa-OK-74136/22226437_zpid/,-95.92852,2.0,0.0,0.0,0.0,1972.0,18687.24,1.0,SingleFamily,"7534 S Richmond Ave,Tulsa,OK"
240,22241808,470000,4,3424,36.035183,8815 S Lakewood Ave,74137,https://www.zillow.com/homedetails/8815-S-Lakewood-Ave-Tulsa-OK-74137/22241808_zpid/,-95.90911,2.0,1.0,0.0,0.0,1988.0,7013.16,1.0,SingleFamily,"8815 S Lakewood Ave,Tulsa,OK"
241,58609091,1880000,4,8211,36.007183,6201 E 108th St,74137,https://www.zillow.com/homedetails/6201-E-108th-St-Tulsa-OK-74137/58609091_zpid/,-95.90717,3.0,3.0,0.0,0.0,2003.0,8276.4,2.0,SingleFamily,"6201 E 108th St,Tulsa,OK"
242,361413905,273000,4,2276,36.0275,9304 S 85th East Ave,74133,https://www.zillow.com/homedetails/9304-S-85th-East-Ave-Tulsa-OK-74133/361413905_zpid/,-95.8819,2.0,1.0,0.0,0.0,1993.0,18077.4,2.0,SingleFamily,"9304 S 85th East Ave,Tulsa,OK"
243,22233500,385000,4,2524,36.03423,6712 E 89th St S,74133,https://www.zillow.com/homedetails/6712-E-89th-St-S-Tulsa-OK-74133/22233500_zpid/,-95.90132,2.0,1.0,0.0,0.0,1979.0,8581.32,1.0,SingleFamily,"6712 E 89th St S,Tulsa,OK"
244,22173839,335000,4,2744,36.08682,5250 S 68th Ave E,74145,https://www.zillow.com/homedetails/5250-S-68th-Ave-E-Tulsa-OK-74145/22173839_zpid/,-95.90115,2.0,1.0,0.0,0.0,1969.0,6664.68,1.0,SingleFamily,"5250 S 68th Ave E,Tulsa,OK"
245,22177566,308000,4,2565,36.124897,2640 S 80th East Ave,74129,https://www.zillow.com/homedetails/2640-S-80th-East-Ave-Tulsa-OK-74129/22177566_zpid/,-95.88777,2.0,0.0,0.0,0.0,1994.0,17772.48,1.0,SingleFamily,"2640 S 80th East Ave,Tulsa,OK"
246,22227838,430000,4,2424,36.050903,7805 S Harvard Ave,74136,https://www.zillow.com/homedetails/7805-S-Harvard-Ave-Tulsa-OK-74136/22227838_zpid/,-95.94052,2.0,1.0,0.0,0.0,1976.0,13939.2,2.0,SingleFamily,"7805 S Harvard Ave,Tulsa,OK"
247,79763099,495000,4,3602,36.011303,10483 S 86th Ave E,74133,https://www.zillow.com/homedetails/10483-S-86th-Ave-E-Tulsa-OK-74133/79763099_zpid/,-95.881,3.0,0.0,0.0,0.0,2005.0,96964.56,1.0,SingleFamily,"10483 S 86th Ave E,Tulsa,OK"
248,2075854525,350000,4,3714,36.039806,4607 E 85th St,74137,https://www.zillow.com/homedetails/4607-E-85th-St-Tulsa-OK-74137/2075854525_zpid/,-95.92392,3.0,2.0,0.0,0.0,1984.0,15115.32,1.0,SingleFamily,"4607 E 85th St,Tulsa,OK"
249,22124215,310000,4,1978,36.120045,5111 E 30th Pl,74114,https://www.zillow.com/homedetails/5111-E-30th-Pl-Tulsa-OK-74114/22124215_zpid/,-95.91974,3.0,0.0,0.0,0.0,1958.0,8581.32,1.0,SingleFamily,"5111 E 30th Pl,Tulsa,OK"
250,22183077,465000,4,2471,36.100086,3337 E 45th St,74135,https://www.zillow.com/homedetails/3337-E-45th-St-Tulsa-OK-74135/22183077_zpid/,-95.93852,2.0,1.0,0.0,0.0,1952.0,7013.16,1.0,SingleFamily,"3337 E 45th St,Tulsa,OK"
251,22223221,197000,4,1408,36.06357,7624 S Saint Louis Ave,74136,https://www.zillow.com/homedetails/7624-S-Saint-Louis-Ave-Tulsa-OK-74136/22223221_zpid/,-95.96953,2.0,0.0,0.0,0.0,1981.0,8537.76,1.0,SingleFamily,"7624 S Saint Louis Ave,Tulsa,OK"
252,22235284,345000,4,2892,36.056675,10620 E 74th St,74133,https://www.zillow.com/homedetails/10620-E-74th-St-Tulsa-OK-74133/22235284_zpid/,-95.85712,2.0,1.0,0.0,0.0,1992.0,13982.76,2.0,SingleFamily,"10620 E 74th St,Tulsa,OK"
253,54855644,1075000,4,3529,36.105133,4022 S Xanthus Ave,74105,https://www.zillow.com/homedetails/4022-S-Xanthus-Ave-Tulsa-OK-74105/54855644_zpid/,-95.96388,3.0,0.0,0.0,0.0,2001.0,7884.36,1.0,SingleFamily,"4022 S Xanthus Ave,Tulsa,OK"
254,2067203986,335000,4,2744,36.086784,5250 S 68th East Ave,74145,https://www.zillow.com/homedetails/5250-S-68th-East-Ave-Tulsa-OK-74145/2067203986_zpid/,-95.90008,2.0,1.0,0.0,0.0,1969.0,8842.68,1.0,SingleFamily,"5250 S 68th East Ave,Tulsa,OK"
255,22111665,900000,4,4439,36.12847,2550 E 24th St,74114,https://www.zillow.com/homedetails/2550-E-24th-St-Tulsa-OK-74114/22111665_zpid/,-95.953896,4.0,1.0,0.0,0.0,2008.0,9104.04,2.0,SingleFamily,"2550 E 24th St,Tulsa,OK"
256,22143235,247000,4,2452,36.111168,3611 S Braden Pl,74135,https://www.zillow.com/homedetails/3611-S-Braden-Pl-Tulsa-OK-74135/22143235_zpid/,-95.91943,2.0,1.0,0.0,0.0,1961.0,11717.639999999998,2.0,SingleFamily,"3611 S Braden Pl,Tulsa,OK"
257,54855973,387000,4,3579,36.014984,8604 E 103rd St,74133,https://www.zillow.com/homedetails/8604-E-103rd-St-Tulsa-OK-74133/54855973_zpid/,-95.88109,2.0,1.0,0.0,0.0,2001.0,2178.0,1.0,SingleFamily,"8604 E 103rd St,Tulsa,OK"
258,333519591,544000,4,3350,35.98018,6220 E 127th St S,74008,https://www.zillow.com/homedetails/6220-E-127th-St-S-Bixby-OK-74008/333519591_zpid/,-95.90789,3.0,1.0,0.0,0.0,2020.0,7666.56,2.0,SingleFamily,"6220 E 127th St S,Tulsa,OK"
259,348942844,307000,4,2541,36.06325,6648 S 77th East Ave,74133,https://www.zillow.com/homedetails/6648-S-77th-East-Ave-Tulsa-OK-74133/348942844_zpid/,-95.891815,2.0,1.0,0.0,0.0,1972.0,7187.4,2.0,SingleFamily,"6648 S 77th East Ave,Tulsa,OK"
260,353782211,1090000,4,3611,36.126263,3113 E 26th St,74114,https://www.zillow.com/homedetails/3113-E-26th-St-Tulsa-OK-74114/353782211_zpid/,-95.9443,4.0,1.0,0.0,0.0,2024.0,7492.32,2.0,SingleFamily,"3113 E 26th St,Tulsa,OK"
261,2054271021,334990,4,1823,36.107388,3853 S 152nd Ave E,74134,https://www.zillow.com/homedetails/3853-S-152nd-Ave-E-Tulsa-OK-74134/2054271021_zpid/,-95.80662,2.0,0.0,0.0,0.0,2023.0,12545.28,1.0,SingleFamily,"3853 S 152nd Ave E,Tulsa,OK"
262,2056374382,329990,4,1823,36.107334,14926 E 39th Pl S,74134,https://www.zillow.com/homedetails/14926-E-39th-Pl-S-Tulsa-OK-74134/2056374382_zpid/,-95.8494,2.0,0.0,0.0,0.0,2024.0,10585.08,1.0,SingleFamily,"14926 E 39th Pl S,Tulsa,OK"
263,22189232,780000,4,3121,36.11104,3609 S Trenton Ave,74105,https://www.zillow.com/homedetails/3609-S-Trenton-Ave-Tulsa-OK-74105/22189232_zpid/,-95.96904,3.0,1.0,0.0,0.0,1961.0,12545.28,2.0,SingleFamily,"3609 S Trenton Ave,Tulsa,OK"
264,22223787,369000,4,3466,36.049175,7911 S Richmond Ave,74136,https://www.zillow.com/homedetails/7911-S-Richmond-Ave-Tulsa-OK-74136/22223787_zpid/,-95.92916,2.0,1.0,0.0,0.0,1976.0,9191.16,2.0,SingleFamily,"7911 S Richmond Ave,Tulsa,OK"
265,22224722,1270000,4,5964,36.011612,6104 E 105th St,74137,https://www.zillow.com/homedetails/6104-E-105th-St-Tulsa-OK-74137/22224722_zpid/,-95.90841,3.0,2.0,0.0,0.0,1999.0,10454.4,2.0,SingleFamily,"6104 E 105th St,Tulsa,OK"
266,22239890,452000,4,4016,36.03304,9016 S Fulton Ave,74137,https://www.zillow.com/homedetails/9016-S-Fulton-Ave-Tulsa-OK-74137/22239890_zpid/,-95.91502,2.0,1.0,0.0,0.0,1994.0,20168.28,2.0,SingleFamily,"9016 S Fulton Ave,Tulsa,OK"
267,22241495,290000,4,2760,36.071087,6404 S 110th East Ave,74133,https://www.zillow.com/homedetails/6404-S-110th-East-Ave-Tulsa-OK-74133/22241495_zpid/,-95.85401,2.0,1.0,0.0,0.0,1982.0,34543.08,2.0,SingleFamily,"6404 S 110th East Ave,Tulsa,OK"
268,348200315,1165000,4,3899,36.13119,2532 E 22nd Pl S,74114,https://www.zillow.com/homedetails/2532-E-22nd-Pl-S-Tulsa-OK-74114/348200315_zpid/,-95.95458,3.0,1.0,0.0,0.0,2014.0,6185.52,2.0,SingleFamily,"2532 E 22nd Pl S,Tulsa,OK"
269,352709429,495000,4,3531,36.012096,10483 S 86th East Ave,74133,https://www.zillow.com/homedetails/10483-S-86th-East-Ave-Tulsa-OK-74133/352709429_zpid/,-95.88008,3.0,0.0,0.0,0.0,2005.0,17511.12,2.0,SingleFamily,"10483 S 86th East Ave,Tulsa,OK"
270,22132925,375000,4,2244,36.109367,8248 E 37th Pl,74145,https://www.zillow.com/homedetails/8248-E-37th-Pl-Tulsa-OK-74145/22132925_zpid/,-95.8829,3.0,0.0,0.0,0.0,1958.0,27007.2,1.0,SingleFamily,"8248 E 37th Pl,Tulsa,OK"
271,22153873,269500,4,2532,36.062756,7415 E 69th St,74133,https://www.zillow.com/homedetails/7415-E-69th-St-Tulsa-OK-74133/22153873_zpid/,-95.89415,2.0,1.0,0.0,0.0,1971.0,8842.68,2.0,SingleFamily,"7415 E 69th St,Tulsa,OK"
272,89357061,770000,4,3877,36.013702,3011 E 103rd Pl,74137,https://www.zillow.com/homedetails/3011-E-103rd-Pl-Tulsa-OK-74137/89357061_zpid/,-95.943275,4.0,1.0,0.0,0.0,2020.0,7753.68,2.0,SingleFamily,"3011 E 103rd Pl,Tulsa,OK"
273,2066802871,485000,4,2487,35.98153,12556 S Granite Ave E,74008,https://www.zillow.com/homedetails/12556-S-Granite-Ave-E-Bixby-OK-74008/2066802871_zpid/,-95.91452,3.0,0.0,0.0,0.0,2022.0,15289.56,1.0,SingleFamily,"12556 S Granite Ave E,Tulsa,OK"
274,22113983,290000,4,1613,36.143135,1332 S Canton Ave,74112,https://www.zillow.com/homedetails/1332-S-Canton-Ave-Tulsa-OK-74112/22113983_zpid/,-95.919395,2.0,0.0,0.0,0.0,1945.0,58413.96,1.0,SingleFamily,"1332 S Canton Ave,Tulsa,OK"
275,22140699,95000,4,1128,36.166927,7835 E Independence St,74115,https://www.zillow.com/homedetails/7835-E-Independence-St-Tulsa-OK-74115/22140699_zpid/,-95.88909,1.0,0.0,0.0,0.0,,9016.92,1.0,SingleFamily,"7835 E Independence St,Tulsa,OK"
276,22190317,1300000,4,3539,36.124557,2412 E 26th Pl,74114,https://www.zillow.com/homedetails/2412-E-26th-Pl-Tulsa-OK-74114/22190317_zpid/,-95.95707,3.0,1.0,0.0,0.0,1945.0,3789.72,1.0,SingleFamily,"2412 E 26th Pl,Tulsa,OK"
277,347540463,1675000,4,6088,36.122574,2820 S Utica Ave E,74114,https://www.zillow.com/homedetails/2820-S-Utica-Ave-E-Tulsa-OK-74114/347540463_zpid/,-95.967026,4.0,2.0,0.0,0.0,1930.0,10497.96,2.0,SingleFamily,"2820 S Utica Ave E,Tulsa,OK"
278,21769749,330000,4,3042,36.041553,5121 W 85th St S,74131,https://www.zillow.com/homedetails/5121-W-85th-St-S-Tulsa-OK-74131/21769749_zpid/,-96.049904,2.0,1.0,0.0,0.0,1997.0,10280.16,2.0,SingleFamily,"5121 W 85th St S,Tulsa,OK"
279,22140466,172500,4,1416,36.16515,6780 E Haskell Pl,74115,https://www.zillow.com/homedetails/6780-E-Haskell-Pl-Tulsa-OK-74115/22140466_zpid/,-95.89829,2.0,0.0,0.0,0.0,1955.0,18687.24,1.0,SingleFamily,"6780 E Haskell Pl,Tulsa,OK"
280,22168520,295000,4,2560,36.097572,4537 S Lakewood Ave,74135,https://www.zillow.com/homedetails/4537-S-Lakewood-Ave-Tulsa-OK-74135/22168520_zpid/,-95.908,2.0,1.0,0.0,0.0,1978.0,7013.16,1.0,SingleFamily,"4537 S Lakewood Ave,Tulsa,OK"
281,22225905,392000,4,3252,36.029907,7325 E 91st Pl,74133,https://www.zillow.com/homedetails/7325-E-91st-Pl-Tulsa-OK-74133/22225905_zpid/,-95.892975,2.0,1.0,0.0,0.0,1992.0,8276.4,2.0,SingleFamily,"7325 E 91st Pl,Tulsa,OK"
282,22235969,245000,4,2737,36.10935,3753 S 99th East Ave,74146,https://www.zillow.com/homedetails/3753-S-99th-East-Ave-Tulsa-OK-74146/22235969_zpid/,-95.86662,2.0,1.0,0.0,0.0,1976.0,18077.4,2.0,SingleFamily,"3753 S 99th East Ave,Tulsa,OK"
283,22241230,425000,4,2806,36.052048,9027 E 77th Pl S,74133,https://www.zillow.com/homedetails/9027-E-77th-Pl-S-Tulsa-OK-74133/22241230_zpid/,-95.875,2.0,1.0,0.0,0.0,2003.0,8581.32,2.0,SingleFamily,"9027 E 77th Pl S,Tulsa,OK"
284,352833486,289900,4,1614,36.190426,2346 W 30th St,74127,https://www.zillow.com/homedetails/2346-W-30th-St-Tulsa-OK-74127/352833486_zpid/,-96.01836,2.0,0.0,0.0,0.0,2024.0,6664.68,1.0,SingleFamily,"2346 W 30th St,Tulsa,OK"
285,22147127,577500,4,2546,36.140316,1508 S Owasso Ave,74120,https://www.zillow.com/homedetails/1508-S-Owasso-Ave-Tulsa-OK-74120/22147127_zpid/,-95.97715,1.0,1.0,0.0,0.0,1919.0,17772.48,2.0,SingleFamily,"1508 S Owasso Ave,Tulsa,OK"
286,22189185,806000,4,3654,36.108192,1511 E 38th St S,74105,https://www.zillow.com/homedetails/1511-E-38th-St-S-Tulsa-OK-74105/22189185_zpid/,-95.970825,3.0,0.0,0.0,0.0,1945.0,13939.2,1.0,SingleFamily,"1511 E 38th St S,Tulsa,OK"
287,22224401,380000,4,2737,36.06298,4331 E 70th St S,74136,https://www.zillow.com/homedetails/4331-E-70th-St-S-Tulsa-OK-74136/22224401_zpid/,-95.92864,2.0,1.0,0.0,0.0,1990.0,96964.56,1.0,SingleFamily,"4331 E 70th St S,Tulsa,OK"
288,22232101,305000,4,2442,36.04667,6824 E 80th St,74133,https://www.zillow.com/homedetails/6824-E-80th-St-Tulsa-OK-74133/22232101_zpid/,-95.900505,2.0,1.0,0.0,0.0,1979.0,15115.32,2.0,SingleFamily,"6824 E 80th St,Tulsa,OK"
289,22233549,359900,4,2714,36.033623,7006 E 89th Pl S,74133,https://www.zillow.com/homedetails/7006-E-89th-Pl-S-Tulsa-OK-74133/22233549_zpid/,-95.89791,2.0,1.0,0.0,0.0,1979.0,8581.32,1.0,SingleFamily,"7006 E 89th Pl S,Tulsa,OK"
290,22237308,320000,4,2740,36.047592,8007 S Lakewood Ave,74136,https://www.zillow.com/homedetails/8007-S-Lakewood-Ave-Tulsa-OK-74136/22237308_zpid/,-95.90636,3.0,0.0,0.0,0.0,1984.0,7013.16,1.0,SingleFamily,"8007 S Lakewood Ave,Tulsa,OK"
291,82782707,450000,4,3468,36.094444,17013 E 48th St,74134,https://www.zillow.com/homedetails/17013-E-48th-St-Tulsa-OK-74134/82782707_zpid/,-95.78602,3.0,0.0,0.0,0.0,2006.0,8537.76,1.0,SingleFamily,"17013 E 48th St,Tulsa,OK"
292,89352444,653000,4,4169,35.993793,3810 E 117th Pl S,74137,https://www.zillow.com/homedetails/3810-E-117th-Pl-S-Tulsa-OK-74137/89352444_zpid/,-95.93344,3.0,1.0,0.0,0.0,2008.0,13982.76,2.0,SingleFamily,"3810 E 117th Pl S,Tulsa,OK"
293,349650049,699500,4,3780,35.98342,12614 S Granite Ave E,74008,https://www.zillow.com/homedetails/12614-S-Granite-Ave-E-Bixby-OK-74008/349650049_zpid/,-95.91425,3.0,1.0,0.0,0.0,2023.0,7884.36,2.0,SingleFamily,"12614 S Granite Ave E,Tulsa,OK"
294,350916401,589000,4,3421,35.981365,12619 S Granite Ave E,74008,https://www.zillow.com/homedetails/12619-S-Granite-Ave-E-Bixby-OK-74008/350916401_zpid/,-95.914215,3.0,1.0,0.0,0.0,2024.0,8842.68,2.0,SingleFamily,"12619 S Granite Ave E,Tulsa,OK"
295,351727563,339000,4,2280,36.094303,4722 S 175th East Ave,74134,https://www.zillow.com/homedetails/4722-S-175th-East-Ave-Tulsa-OK-74134/351727563_zpid/,-95.78253,2.0,0.0,0.0,0.0,2004.0,9104.04,1.0,SingleFamily,"4722 S 175th East Ave,Tulsa,OK"
296,22218850,530000,4,3679,36.008266,4544 E 107th St S,74137,https://www.zillow.com/homedetails/4544-E-107th-St-S-Tulsa-OK-74137/22218850_zpid/,-95.92422,3.0,1.0,0.0,0.0,1988.0,11717.639999999998,1.0,SingleFamily,"4544 E 107th St S,Tulsa,OK"
297,22218928,432000,4,3036,36.031097,9119 S Canton Ave,74137,https://www.zillow.com/homedetails/9119-S-Canton-Ave-Tulsa-OK-74137/22218928_zpid/,-95.917816,3.0,0.0,0.0,0.0,1998.0,2178.0,1.0,SingleFamily,"9119 S Canton Ave,Tulsa,OK"
298,22219467,492000,4,3130,36.014526,10222 S Fulton Ave E,74137,https://www.zillow.com/homedetails/10222-S-Fulton-Ave-E-Tulsa-OK-74137/22219467_zpid/,-95.91743,2.0,1.0,0.0,0.0,1989.0,7666.56,2.0,SingleFamily,"10222 S Fulton Ave E,Tulsa,OK"
299,22222764,665000,4,3511,35.999653,5642 E 113th St S,74137,https://www.zillow.com/homedetails/5642-E-113th-St-S-Tulsa-OK-74137/22222764_zpid/,-95.91043,3.0,1.0,0.0,0.0,1983.0,7187.4,1.0,SingleFamily,"5642 E 113th St S,Tulsa,OK"
300,295333548,260000,4,1632,36.10871,3750 S 153rd East Ave,74134,https://www.zillow.com/homedetails/3750-S-153rd-East-Ave-Broken-Arrow-OK-74134/295333548_zpid/,-95.806175,2.0,0.0,0.0,0.0,2019.0,7492.32,1.0,SingleFamily,"3750 S 153rd East Ave,Tulsa,OK"
