,zpid,price,bedrooms,squarefeetarea,latitude,street_address,zipcode,link,longitude,full_bathroom,half_bathroom,quarter_bathroom,three_quarter_bathroom,year_built,lot_area,stories,home_type,full_address
1133,22161193,190000,3,1238,36.156696,309 S 192nd Ave E,74108,https://www.zillow.com/homedetails/309-S-192nd-Ave-E-Tulsa-OK-74108/22161193_zpid/,-95.7631,1.0,1.0,0.0,0.0,1967.0,7013.16,1.0,SingleFamily,"309 S 192nd Ave E,Tulsa,OK"
1134,22163431,167500,3,1384,36.064537,6730 S Quincy Ave,74136,https://www.zillow.com/homedetails/6730-S-Quincy-Ave-Tulsa-OK-74136/22163431_zpid/,-95.97355,2.0,0.0,0.0,0.0,1980.0,8276.4,1.0,SingleFamily,"6730 S Quincy Ave,Tulsa,OK"
1135,22169983,183500,3,1661,36.087936,7911 E 53rd St S,74145,https://www.zillow.com/homedetails/7911-E-53rd-St-S-Tulsa-OK-74145/22169983_zpid/,-95.887825,0.0,0.0,0.0,0.0,1970.0,18077.4,1.0,SingleFamily,"7911 E 53rd St S,Tulsa,OK"
1136,22176864,120000,3,1030,36.159748,7479 E 1st St S,74112,https://www.zillow.com/homedetails/7479-E-1st-St-S-Tulsa-OK-74112/22176864_zpid/,-95.891136,1.0,0.0,0.0,0.0,1953.0,8581.32,1.0,SingleFamily,"7479 E 1st St S,Tulsa,OK"
1137,22182043,108000,3,1204,36.1754,9114 E Oklahoma St,74115,https://www.zillow.com/homedetails/9114-E-Oklahoma-St-Tulsa-OK-74115/22182043_zpid/,-95.87417,1.0,0.0,0.0,0.0,1954.0,6664.68,1.0,SingleFamily,"9114 E Oklahoma St,Tulsa,OK"
1138,89337235,170000,3,1186,36.21441,4137 N Frankfort Pl,74106,https://www.zillow.com/homedetails/4137-N-Frankfort-Pl-Tulsa-OK-74106/89337235_zpid/,-95.98791,2.0,0.0,0.0,0.0,2023.0,17772.48,1.0,SingleFamily,"4137 N Frankfort Pl,Tulsa,OK"
1139,351641016,126550,3,971,36.131145,2214 S 119th East Ave,74129,https://www.zillow.com/homedetails/2214-S-119th-East-Ave-Tulsa-OK-74129/351641016_zpid/,-95.84424,1.0,0.0,0.0,0.0,1970.0,13939.2,1.0,SingleFamily,"2214 S 119th East Ave,Tulsa,OK"
1140,2060197532,183000,3,1168,36.124386,2737 S 133rd East Ave,74134,https://www.zillow.com/homedetails/2737-S-133rd-East-Ave-Tulsa-OK-74134/2060197532_zpid/,-95.82811,1.0,1.0,0.0,0.0,1974.0,96964.56,1.0,SingleFamily,"2737 S 133rd East Ave,Tulsa,OK"
1141,2067197423,179000,3,1040,36.156845,171 S 168th East Ave,74108,https://www.zillow.com/homedetails/171-S-168th-East-Ave-Tulsa-OK-74108/2067197423_zpid/,-95.789825,1.0,0.0,0.0,0.0,1968.0,15115.32,1.0,SingleFamily,"171 S 168th East Ave,Tulsa,OK"
1142,22103176,120000,3,1168,36.123825,2706 S Hudson Pl,74114,https://www.zillow.com/homedetails/2706-S-Hudson-Pl-Tulsa-OK-74114/22103176_zpid/,-95.91331,1.0,1.0,0.0,0.0,,8581.32,1.0,SingleFamily,"2706 S Hudson Pl,Tulsa,OK"
1143,22116179,175000,3,1132,36.14129,1410 S 128th Ave E,74128,https://www.zillow.com/homedetails/1410-S-128th-Ave-E-Tulsa-OK-74128/22116179_zpid/,-95.83475,1.0,0.0,0.0,0.0,1970.0,7013.16,1.0,SingleFamily,"1410 S 128th Ave E,Tulsa,OK"
1144,22165617,183000,3,1426,36.122803,11528 E 28th St,74129,https://www.zillow.com/homedetails/11528-E-28th-St-Tulsa-OK-74129/22165617_zpid/,-95.84785,3.0,0.0,0.0,0.0,1971.0,8537.76,1.0,SingleFamily,"11528 E 28th St,Tulsa,OK"
1145,22177931,79000,3,900,36.1448,871 S 64th Ave W,74127,https://www.zillow.com/homedetails/871-S-64th-Ave-W-Tulsa-OK-74127/22177931_zpid/,-96.06425,2.0,0.0,0.0,0.0,1910.0,13982.76,1.0,SingleFamily,"871 S 64th Ave W,Tulsa,OK"
1146,22190494,55000,3,1132,36.217,2742 E 44th St N,74110,https://www.zillow.com/homedetails/2742-E-44th-St-N-Tulsa-OK-74110/22190494_zpid/,-95.949745,1.0,0.0,0.0,0.0,1960.0,7884.36,1.0,SingleFamily,"2742 E 44th St N,Tulsa,OK"
1147,22108499,95900,3,768,36.189236,2440 N Quaker Ave,74106,https://www.zillow.com/homedetails/2440-N-Quaker-Ave-Tulsa-OK-74106/22108499_zpid/,-95.97469,1.0,0.0,0.0,0.0,1940.0,8842.68,1.0,SingleFamily,"2440 N Quaker Ave,Tulsa,OK"
1148,22113111,190000,3,1466,36.080307,420 E 49th St N,74126,https://www.zillow.com/homedetails/420-E-49th-St-N-Tulsa-OK-74126/22113111_zpid/,-95.9662,2.0,0.0,0.0,0.0,1963.0,9104.04,1.0,SingleFamily,"420 E 49th St N,Tulsa,OK"
1149,22123404,169900,3,1289,36.154858,5942 E 4th Pl,74112,https://www.zillow.com/homedetails/5942-E-4th-Pl-Tulsa-OK-74112/22123404_zpid/,-95.909454,1.0,0.0,0.0,0.0,1955.0,11717.639999999998,1.0,SingleFamily,"5942 E 4th Pl,Tulsa,OK"
1150,22159777,74716,3,1500,36.13412,2018 S Maybelle Ave,74107,https://www.zillow.com/homedetails/2018-S-Maybelle-Ave-Tulsa-OK-74107/22159777_zpid/,-95.98091,2.0,0.0,0.0,0.0,1978.0,2178.0,1.0,SingleFamily,"2018 S Maybelle Ave,Tulsa,OK"
1151,22181246,43449,3,1014,36.22873,614 E 52nd St N,74126,https://www.zillow.com/homedetails/614-E-52nd-St-N-Tulsa-OK-74126/22181246_zpid/,-95.98694,1.0,0.0,0.0,0.0,1959.0,7666.56,1.0,SingleFamily,"614 E 52nd St N,Tulsa,OK"
1152,22228664,183000,3,1482,36.07302,2906 W 63rd St,74132,https://www.zillow.com/homedetails/2906-W-63rd-St-Tulsa-OK-74132/22228664_zpid/,-96.02538,2.0,0.0,0.0,0.0,1977.0,7187.4,1.0,SingleFamily,"2906 W 63rd St,Tulsa,OK"
1153,22103261,200000,3,1080,36.120403,5704 E 30th St,74114,https://www.zillow.com/homedetails/5704-E-30th-St-Tulsa-OK-74114/22103261_zpid/,-95.93064,1.0,1.0,0.0,0.0,,7492.32,1.0,SingleFamily,"5704 E 30th St,Tulsa,OK"
1154,22103667,158000,3,1356,36.12297,6541 E 28th St,74129,https://www.zillow.com/homedetails/6541-E-28th-St-Tulsa-OK-74129/22103667_zpid/,-95.871574,2.0,0.0,0.0,0.0,1955.0,12545.28,1.0,SingleFamily,"6541 E 28th St,Tulsa,OK"
1155,22138262,120000,3,1260,36.180573,1597 N Marion Ave,74115,https://www.zillow.com/homedetails/1597-N-Marion-Ave-Tulsa-OK-74115/22138262_zpid/,-95.934906,1.0,0.0,0.0,0.0,1950.0,10585.08,1.0,SingleFamily,"1597 N Marion Ave,Tulsa,OK"
1156,22127899,160000,3,1046,36.091984,2130 W 49th St,74107,https://www.zillow.com/homedetails/2130-W-49th-St-Tulsa-OK-74107/22127899_zpid/,-96.017395,1.0,0.0,0.0,0.0,1955.0,12545.28,1.0,SingleFamily,"2130 W 49th St,Tulsa,OK"
1157,22237970,190000,3,1249,36.093098,9324 E 49th St S,74145,https://www.zillow.com/homedetails/9324-E-49th-St-S-Tulsa-OK-74145/22237970_zpid/,-95.87225,2.0,0.0,0.0,0.0,1969.0,9191.16,1.0,SingleFamily,"9324 E 49th St S,Tulsa,OK"
1158,22116748,110000,3,1326,36.142635,12423 E 14th St,74128,https://www.zillow.com/homedetails/12423-E-14th-St-Tulsa-OK-74128/22116748_zpid/,-95.8485,2.0,0.0,0.0,0.0,1972.0,10454.4,1.0,SingleFamily,"12423 E 14th St,Tulsa,OK"
1159,22163090,179000,3,1435,36.14549,9811 E 12th Pl,74128,https://www.zillow.com/homedetails/9811-E-12th-Pl-Tulsa-OK-74128/22163090_zpid/,-95.866486,2.0,0.0,0.0,0.0,1966.0,20168.28,1.0,SingleFamily,"9811 E 12th Pl,Tulsa,OK"
1160,22177395,171000,3,1256,36.070107,1008 E 64th St S,74136,https://www.zillow.com/homedetails/1008-E-64th-St-S-Tulsa-OK-74136/22177395_zpid/,-95.979965,0.0,0.0,0.0,0.0,2000.0,34543.08,1.0,SingleFamily,"1008 E 64th St S,Tulsa,OK"
1161,347520248,200000,3,1140,36.1284,2437 S 124th East Ave,74129,https://www.zillow.com/homedetails/2437-S-124th-East-Ave-Tulsa-OK-74129/347520248_zpid/,-95.838,1.0,1.0,0.0,0.0,1960.0,6185.52,1.0,SingleFamily,"2437 S 124th East Ave,Tulsa,OK"
1162,349069478,186500,3,2009,36.08702,5324 S 77th East Ave,74145,https://www.zillow.com/homedetails/5324-S-77th-East-Ave-Tulsa-OK-74145/349069478_zpid/,-95.89041,2.0,1.0,0.0,0.0,1965.0,17511.12,1.0,SingleFamily,"5324 S 77th East Ave,Tulsa,OK"
1163,350518161,185000,3,1158,36.096024,4618 S 91st East Ave,74145,https://www.zillow.com/homedetails/4618-S-91st-East-Ave-Tulsa-OK-74145/350518161_zpid/,-95.875114,1.0,1.0,0.0,0.0,1970.0,27007.2,1.0,SingleFamily,"4618 S 91st East Ave,Tulsa,OK"
1164,22111015,165000,3,1100,36.151684,3534 E 6th St,74112,https://www.zillow.com/homedetails/3534-E-6th-St-Tulsa-OK-74112/22111015_zpid/,-95.93653,1.0,0.0,0.0,0.0,1947.0,8842.68,1.0,SingleFamily,"3534 E 6th St,Tulsa,OK"
1165,22119416,80000,3,1330,36.177647,1519 N Denver Ave,74106,https://www.zillow.com/homedetails/1519-N-Denver-Ave-Tulsa-OK-74106/22119416_zpid/,-95.999146,1.0,1.0,0.0,0.0,1930.0,7753.68,1.0,SingleFamily,"1519 N Denver Ave,Tulsa,OK"
1166,22137908,66000,3,1125,36.177513,1507 N Knoxville Ave,74115,https://www.zillow.com/homedetails/1507-N-Knoxville-Ave-Tulsa-OK-74115/22137908_zpid/,-95.938126,1.0,0.0,0.0,0.0,1949.0,15289.56,1.0,SingleFamily,"1507 N Knoxville Ave,Tulsa,OK"
1167,22150752,70000,3,1769,36.15426,19 N Union Ave,74127,https://www.zillow.com/homedetails/19-N-Union-Ave-Tulsa-OK-74127/22150752_zpid/,-96.01125,2.0,0.0,0.0,0.0,1910.0,58413.96,1.0,SingleFamily,"19 N Union Ave,Tulsa,OK"
1168,22171477,165000,3,1003,36.19715,3007 N Garrison Pl,74106,https://www.zillow.com/homedetails/3007-N-Garrison-Pl-Tulsa-OK-74106/22171477_zpid/,-95.98653,2.0,0.0,0.0,0.0,2023.0,9016.92,1.0,SingleFamily,"3007 N Garrison Pl,Tulsa,OK"
1169,22189988,115000,3,1257,36.081635,5623 S Vancouver Pl,74107,https://www.zillow.com/homedetails/5623-S-Vancouver-Pl-Tulsa-OK-74107/22189988_zpid/,-96.013054,2.0,0.0,0.0,0.0,1984.0,3789.72,1.0,SingleFamily,"5623 S Vancouver Pl,Tulsa,OK"
1170,348198885,200000,3,1513,36.11262,3412 S 82nd East Ave,74145,https://www.zillow.com/homedetails/3412-S-82nd-East-Ave-Tulsa-OK-74145/348198885_zpid/,-95.88562,2.0,0.0,0.0,0.0,1963.0,10497.96,1.0,SingleFamily,"3412 S 82nd East Ave,Tulsa,OK"
1171,22103980,170000,3,1064,36.12217,7723 E 28th Ct,74129,https://www.zillow.com/homedetails/7723-E-28th-Ct-Tulsa-OK-74129/22103980_zpid/,-95.89004,1.0,0.0,0.0,0.0,1958.0,10280.16,1.0,SingleFamily,"7723 E 28th Ct,Tulsa,OK"
1172,22147950,164200,3,1040,36.094086,4820 S Nogales Ave,74107,https://www.zillow.com/homedetails/4820-S-Nogales-Ave-Tulsa-OK-74107/22147950_zpid/,-96.00344,1.0,1.0,0.0,0.0,1968.0,18687.24,1.0,SingleFamily,"4820 S Nogales Ave,Tulsa,OK"
1173,22162565,67502,3,1056,36.157173,9749 E 3rd St,74128,https://www.zillow.com/homedetails/9749-E-3rd-St-Tulsa-OK-74128/22162565_zpid/,-95.86656,1.0,0.0,0.0,0.0,1960.0,7013.16,1.0,SingleFamily,"9749 E 3rd St,Tulsa,OK"
1174,22177120,160000,3,1176,36.15545,444 S 80th East Ave,74112,https://www.zillow.com/homedetails/444-S-80th-East-Ave-Tulsa-OK-74112/22177120_zpid/,-95.888725,2.0,0.0,0.0,0.0,1954.0,8276.4,1.0,SingleFamily,"444 S 80th East Ave,Tulsa,OK"
1175,22234863,120000,3,1548,36.109783,12036 E 37th St,74146,https://www.zillow.com/homedetails/12036-E-37th-St-Tulsa-OK-74146/22234863_zpid/,-95.8431,0.0,0.0,0.0,0.0,1973.0,18077.4,1.0,SingleFamily,"12036 E 37th St,Tulsa,OK"
1176,22179102,115000,3,1314,36.156826,220 S Gary Ave,74104,https://www.zillow.com/homedetails/220-S-Gary-Ave-Tulsa-OK-74104/22179102_zpid/,-95.943565,1.0,0.0,0.0,0.0,1939.0,8581.32,1.0,SingleFamily,"220 S Gary Ave,Tulsa,OK"
1177,22144753,199000,3,1508,36.108795,8231 E 38th St,74145,https://www.zillow.com/homedetails/8231-E-38th-St-Tulsa-OK-74145/22144753_zpid/,-95.882996,1.0,1.0,0.0,0.0,1964.0,6664.68,1.0,SingleFamily,"8231 E 38th St,Tulsa,OK"
1178,22236440,195000,3,1529,36.108723,12263 E 38th St,74146,https://www.zillow.com/homedetails/12263-E-38th-St-Tulsa-OK-74146/22236440_zpid/,-95.838715,2.0,0.0,0.0,0.0,1974.0,17772.48,1.0,SingleFamily,"12263 E 38th St,Tulsa,OK"
1179,22100569,147000,3,1358,36.1064,4556 E 39th St S,74135,https://www.zillow.com/homedetails/4556-E-39th-St-S-Tulsa-OK-74135/22100569_zpid/,-95.92391,1.0,1.0,0.0,0.0,1958.0,13939.2,1.0,SingleFamily,"4556 E 39th St S,Tulsa,OK"
1180,22125928,126000,3,864,36.152985,314 S 41st West Ave,74127,https://www.zillow.com/homedetails/314-S-41st-West-Ave-Tulsa-OK-74127/22125928_zpid/,-96.03858,1.0,0.0,0.0,0.0,1954.0,96964.56,1.0,SingleFamily,"314 S 41st West Ave,Tulsa,OK"
1181,22127722,174000,3,1141,36.096867,2127 W 46th Pl,74107,https://www.zillow.com/homedetails/2127-W-46th-Pl-Tulsa-OK-74107/22127722_zpid/,-96.01712,1.0,0.0,0.0,0.0,1955.0,15115.32,1.0,SingleFamily,"2127 W 46th Pl,Tulsa,OK"
1182,347917264,192500,3,1180,36.115845,3228 S 127th East Ave,74146,https://www.zillow.com/homedetails/3228-S-127th-East-Ave-Tulsa-OK-74146/347917264_zpid/,-95.83615,1.0,0.0,0.0,0.0,1970.0,8581.32,1.0,SingleFamily,"3228 S 127th East Ave,Tulsa,OK"
1183,22107857,65000,3,1032,36.094734,4719 S 30th West Ave,74107,https://www.zillow.com/homedetails/4719-S-30th-West-Ave-Tulsa-OK-74107/22107857_zpid/,-96.01596,1.0,0.0,0.0,0.0,1958.0,7013.16,1.0,SingleFamily,"4719 S 30th West Ave,Tulsa,OK"
1184,22118511,139000,3,1136,36.159977,2845 W Easton Pl,74127,https://www.zillow.com/homedetails/2845-W-Easton-Pl-Tulsa-OK-74127/22118511_zpid/,-96.02464,1.0,0.0,0.0,0.0,1929.0,8537.76,1.0,SingleFamily,"2845 W Easton Pl,Tulsa,OK"
1185,22124935,186000,3,1280,36.154694,427 S Trenton Ave,74120,https://www.zillow.com/homedetails/427-S-Trenton-Ave-Tulsa-OK-74120/22124935_zpid/,-95.96888,2.0,0.0,0.0,0.0,1910.0,13982.76,1.0,SingleFamily,"427 S Trenton Ave,Tulsa,OK"
1186,22140366,77500,3,888,36.175102,1329 N Irvington Ave,74115,https://www.zillow.com/homedetails/1329-N-Irvington-Ave-Tulsa-OK-74115/22140366_zpid/,-95.89009,1.0,0.0,0.0,0.0,1952.0,7884.36,1.0,SingleFamily,"1329 N Irvington Ave,Tulsa,OK"
1187,22145004,170000,3,1164,36.130733,2179 S 106th Ave E,74129,https://www.zillow.com/homedetails/2179-S-106th-Ave-E-Tulsa-OK-74129/22145004_zpid/,-95.85818,2.0,0.0,0.0,0.0,1964.0,8842.68,1.0,SingleFamily,"2179 S 106th Ave E,Tulsa,OK"
1188,22161302,120000,3,893,36.160202,10 S 184th Pl E,74108,https://www.zillow.com/homedetails/10-S-184th-Pl-E-Tulsa-OK-74108/22161302_zpid/,-95.770485,1.0,0.0,0.0,0.0,1967.0,9104.04,1.0,SingleFamily,"10 S 184th Pl E,Tulsa,OK"
1189,22161312,179000,3,935,36.158604,230 S 185th Ave E,74108,https://www.zillow.com/homedetails/230-S-185th-Ave-E-Tulsa-OK-74108/22161312_zpid/,-95.77047,1.0,0.0,0.0,0.0,1967.0,11717.639999999998,1.0,SingleFamily,"230 S 185th Ave E,Tulsa,OK"
1190,22103894,150000,3,1372,36.124584,7532 E 26th Ct,74129,https://www.zillow.com/homedetails/7532-E-26th-Ct-Tulsa-OK-74129/22103894_zpid/,-95.89265,1.0,1.0,0.0,0.0,1957.0,2178.0,1.0,SingleFamily,"7532 E 26th Ct,Tulsa,OK"
1191,22140728,123000,3,888,36.166424,7724 E Independence St,74115,https://www.zillow.com/homedetails/7724-E-Independence-St-Tulsa-OK-74115/22140728_zpid/,-95.890686,1.0,0.0,0.0,0.0,1952.0,7666.56,1.0,SingleFamily,"7724 E Independence St,Tulsa,OK"
1192,22231071,181000,3,1005,36.11327,11708 E 34th St,74146,https://www.zillow.com/homedetails/11708-E-34th-St-Tulsa-OK-74146/22231071_zpid/,-95.84676,0.0,0.0,0.0,0.0,1965.0,7187.4,1.0,SingleFamily,"11708 E 34th St,Tulsa,OK"
1193,22237851,150000,3,1526,36.09157,4951 S 94th Ave E,74145,https://www.zillow.com/homedetails/4951-S-94th-Ave-E-Tulsa-OK-74145/22237851_zpid/,-95.8727,0.0,0.0,0.0,0.0,1970.0,7492.32,1.0,SingleFamily,"4951 S 94th Ave E,Tulsa,OK"
1194,81441214,27000,3,2968,36.18754,2246 N Rockford Ave,74106,https://www.zillow.com/homedetails/2246-N-Rockford-Ave-Tulsa-OK-74106/81441214_zpid/,-95.972534,0.0,0.0,0.0,0.0,1949.0,12545.28,1.0,SingleFamily,"2246 N Rockford Ave,Tulsa,OK"
1195,21781476,138000,3,900,36.07282,6163 S 35th West Ave,74132,https://www.zillow.com/homedetails/6163-S-35th-West-Ave-Tulsa-OK-74132/21781476_zpid/,-96.03175,1.0,0.0,0.0,0.0,1998.0,10585.08,1.0,SingleFamily,"6163 S 35th West Ave,Tulsa,OK"
1196,22135018,150000,3,2532,36.0736,6161 S Richmond Ave,74136,https://www.zillow.com/homedetails/6161-S-Richmond-Ave-Tulsa-OK-74136/22135018_zpid/,-95.92599,2.0,1.0,0.0,0.0,1992.0,12545.28,1.0,SingleFamily,"6161 S Richmond Ave,Tulsa,OK"
1197,347913083,130000,3,1128,36.19671,3134 N Kenosha Ave E,74106,https://www.zillow.com/homedetails/3134-N-Kenosha-Ave-E-Tulsa-OK-74106/347913083_zpid/,-95.9823,1.0,0.0,0.0,0.0,1955.0,9191.16,1.0,SingleFamily,"3134 N Kenosha Ave E,Tulsa,OK"
1198,22110582,133000,3,1471,36.14055,12227 E 15th Pl,74128,https://www.zillow.com/homedetails/12227-E-15th-Pl-Tulsa-OK-74128/22110582_zpid/,-95.839615,1.0,1.0,0.0,0.0,1970.0,10454.4,1.0,SingleFamily,"12227 E 15th Pl,Tulsa,OK"
1199,22181126,37000,3,1274,36.22865,5127 N Hartford Ave,74126,https://www.zillow.com/homedetails/5127-N-Hartford-Ave-Tulsa-OK-74126/22181126_zpid/,-95.98694,1.0,0.0,0.0,0.0,1959.0,20168.28,1.0,SingleFamily,"5127 N Hartford Ave,Tulsa,OK"
1200,22186993,181500,3,1338,36.12343,2814 S 121st Ave E,74129,https://www.zillow.com/homedetails/2814-S-121st-Ave-E-Tulsa-OK-74129/22186993_zpid/,-95.84151,2.0,0.0,0.0,0.0,1983.0,34543.08,1.0,SingleFamily,"2814 S 121st Ave E,Tulsa,OK"
1201,22192950,50000,3,1105,36.24485,6253 N Boulder Ave,74126,https://www.zillow.com/homedetails/6253-N-Boulder-Ave-Tulsa-OK-74126/22192950_zpid/,-95.996544,1.0,0.0,0.0,0.0,1965.0,6185.52,1.0,SingleFamily,"6253 N Boulder Ave,Tulsa,OK"
1202,22269733,40000,3,970,36.18024,1638 N Evanston Pl,74110,https://www.zillow.com/homedetails/1638-N-Evanston-Pl-Tulsa-OK-74110/22269733_zpid/,-95.94676,0.0,0.0,0.0,0.0,1960.0,17511.12,1.0,SingleFamily,"1638 N Evanston Pl,Tulsa,OK"
1203,22275750,40000,3,1074,36.158234,2711 W Cameron St,74127,https://www.zillow.com/homedetails/2711-W-Cameron-St-Tulsa-OK-74127/22275750_zpid/,-96.02323,1.0,0.0,1.0,0.0,1940.0,27007.2,1.0,SingleFamily,"2711 W Cameron St,Tulsa,OK"
1204,70509651,47000,3,728,36.144535,1246 S 120th Ave E,74128,https://www.zillow.com/homedetails/1246-S-120th-Ave-E-Tulsa-OK-74128/70509651_zpid/,-95.84362,0.0,0.0,0.0,0.0,1939.0,8842.68,1.0,SingleFamily,"1246 S 120th Ave E,Tulsa,OK"
1205,22099780,143000,3,888,36.0975,3724 W 45th Pl,74107,https://www.zillow.com/homedetails/3724-W-45th-Pl-Tulsa-OK-74107/22099780_zpid/,-96.0349,1.0,0.0,0.0,0.0,1959.0,7753.68,1.0,SingleFamily,"3724 W 45th Pl,Tulsa,OK"
1206,22104755,155000,3,1800,36.14924,825 S Indianapolis Ave,74112,https://www.zillow.com/homedetails/825-S-Indianapolis-Ave-Tulsa-OK-74112/22104755_zpid/,-95.93891,2.0,0.0,0.0,0.0,1928.0,15289.56,1.0,SingleFamily,"825 S Indianapolis Ave,Tulsa,OK"
1207,22111168,44000,3,1386,36.18551,2909 E Woodrow St,74110,https://www.zillow.com/homedetails/2909-E-Woodrow-St-Tulsa-OK-74110/22111168_zpid/,-95.9465,0.0,0.0,0.0,0.0,1952.0,58413.96,1.0,SingleFamily,"2909 E Woodrow St,Tulsa,OK"
1208,22114302,21000,3,898,36.144188,5340 W 11th St S,74127,https://www.zillow.com/homedetails/5340-W-11th-St-S-Tulsa-OK-74127/22114302_zpid/,-96.05336,0.0,0.0,0.0,0.0,1952.0,9016.92,1.0,SingleFamily,"5340 W 11th St S,Tulsa,OK"
1209,22118742,195000,3,1483,36.113213,3505 S Knoxville Ave,74135,https://www.zillow.com/homedetails/3505-S-Knoxville-Ave-Tulsa-OK-74135/22118742_zpid/,-95.93661,1.0,0.0,0.0,0.0,1950.0,3789.72,1.0,SingleFamily,"3505 S Knoxville Ave,Tulsa,OK"
1210,22163404,55000,3,1375,36.065945,1404 E 67th St S,74136,https://www.zillow.com/homedetails/1404-E-67th-St-S-Tulsa-OK-74136/22163404_zpid/,-95.97312,2.0,0.0,0.0,0.0,1979.0,10497.96,1.0,SingleFamily,"1404 E 67th St S,Tulsa,OK"
1211,22165715,65000,3,912,36.230343,870 E 53rd St N,74126,https://www.zillow.com/homedetails/870-E-53rd-St-N-Tulsa-OK-74126/22165715_zpid/,-95.97833,0.0,0.0,0.0,0.0,1957.0,10280.16,1.0,SingleFamily,"870 E 53rd St N,Tulsa,OK"
1212,22172716,9000,3,925,36.220173,4384 N Elgin Ave,74106,https://www.zillow.com/homedetails/4384-N-Elgin-Ave-Tulsa-OK-74106/22172716_zpid/,-95.990265,1.0,0.0,0.0,0.0,1955.0,18687.24,1.0,SingleFamily,"4384 N Elgin Ave,Tulsa,OK"
1213,22180475,11000,3,936,36.226788,3 W 50th Pl N,74126,https://www.zillow.com/homedetails/3-W-50th-Pl-N-Tulsa-OK-74126/22180475_zpid/,-95.99618,0.0,0.0,0.0,0.0,1956.0,7013.16,1.0,SingleFamily,"3 W 50th Pl N,Tulsa,OK"
1214,22110042,70000,3,1366,36.16455,719 N Wheeling Ave,74110,https://www.zillow.com/homedetails/719-N-Wheeling-Ave-Tulsa-OK-74110/22110042_zpid/,-95.96442,0.0,0.0,0.0,0.0,1925.0,8276.4,1.0,SingleFamily,"719 N Wheeling Ave,Tulsa,OK"
1215,22118554,184990,3,1463,36.160465,530 N 43rd Ave W,74127,https://www.zillow.com/homedetails/530-N-43rd-Ave-W-Tulsa-OK-74127/22118554_zpid/,-96.04077,2.0,0.0,0.0,0.0,1951.0,18077.4,1.0,SingleFamily,"530 N 43rd Ave W,Tulsa,OK"
1216,22133141,84000,3,1251,36.08724,1466 E 52nd Pl,74105,https://www.zillow.com/homedetails/1466-E-52nd-Pl-Tulsa-OK-74105/22133141_zpid/,-95.970695,1.0,0.0,0.0,0.0,1955.0,8581.32,1.0,SingleFamily,"1466 E 52nd Pl,Tulsa,OK"
1217,22136385,146000,3,1668,36.12455,10129 E 26th St,74129,https://www.zillow.com/homedetails/10129-E-26th-St-Tulsa-OK-74129/22136385_zpid/,-95.863106,2.0,0.0,0.0,0.0,1971.0,6664.68,1.0,SingleFamily,"10129 E 26th St,Tulsa,OK"
1218,22147741,100000,3,1450,36.184547,3730 E Virgin Pl,74115,https://www.zillow.com/homedetails/3730-E-Virgin-Pl-Tulsa-OK-74115/22147741_zpid/,-95.93448,1.0,0.0,0.0,0.0,1950.0,17772.48,1.0,SingleFamily,"3730 E Virgin Pl,Tulsa,OK"
1219,22170589,90000,3,988,36.17992,1627 N College Ave,74110,https://www.zillow.com/homedetails/1627-N-College-Ave-Tulsa-OK-74110/22170589_zpid/,-95.945145,1.0,0.0,0.0,0.0,1952.0,13939.2,1.0,SingleFamily,"1627 N College Ave,Tulsa,OK"
1220,345464515,179000,3,935,36.158607,230 S 185th East Ave,74108,https://www.zillow.com/homedetails/230-S-185th-East-Ave-Tulsa-OK-74108/345464515_zpid/,-95.77042,1.0,0.0,0.0,0.0,1967.0,96964.56,1.0,SingleFamily,"230 S 185th East Ave,Tulsa,OK"
1221,348022108,175000,3,1148,36.159847,23 S 70th East Ave,74112,https://www.zillow.com/homedetails/23-S-70th-East-Ave-Tulsa-OK-74112/348022108_zpid/,-95.89877,1.0,0.0,0.0,0.0,1942.0,15115.32,1.0,SingleFamily,"23 S 70th East Ave,Tulsa,OK"
1222,22102868,189900,3,1106,36.124695,2634 S Sheridan Rd,74129,https://www.zillow.com/homedetails/2634-S-Sheridan-Rd-Tulsa-OK-74129/22102868_zpid/,-95.90496,1.0,0.0,0.0,0.0,1954.0,8581.32,1.0,SingleFamily,"2634 S Sheridan Rd,Tulsa,OK"
1223,22103191,165000,3,1709,36.12129,2904 S Hudson Pl,74114,https://www.zillow.com/homedetails/2904-S-Hudson-Pl-Tulsa-OK-74114/22103191_zpid/,-95.912155,1.0,1.0,0.0,0.0,1955.0,7013.16,1.0,SingleFamily,"2904 S Hudson Pl,Tulsa,OK"
1224,22108195,172000,3,1162,36.09133,5011 S 34th Ave W,74107,https://www.zillow.com/homedetails/5011-S-34th-Ave-W-Tulsa-OK-74107/22108195_zpid/,-96.03047,2.0,0.0,0.0,0.0,1946.0,8537.76,1.0,SingleFamily,"5011 S 34th Ave W,Tulsa,OK"
1225,22115570,120500,3,1464,36.172844,7333 E Newton St,74115,https://www.zillow.com/homedetails/7333-E-Newton-St-Tulsa-OK-74115/22115570_zpid/,-95.89411,1.0,0.0,0.0,0.0,1954.0,13982.76,1.0,SingleFamily,"7333 E Newton St,Tulsa,OK"
1226,22120908,183400,3,1362,36.171204,1137 N New Haven Ave,74115,https://www.zillow.com/homedetails/1137-N-New-Haven-Ave-Tulsa-OK-74115/22120908_zpid/,-95.932816,2.0,0.0,0.0,0.0,1948.0,7884.36,1.0,SingleFamily,"1137 N New Haven Ave,Tulsa,OK"
